,Price,Bed,Bath,Toilet,Built or Serviced,Property Type,Area,Purchase Type,Parking Space,Security,Electricity,Furnished,Security Doors,CCTV,BQ,Gym,Pool
52249,1800000.0,2.0,2.0,2.0,Furnished,Flat / apartment,Yaba,rent,1,0,0,1,0,0,0,0,0
52253,1600000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52296,1100000.0,3.0,3.0,2.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52308,600000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,0,1,1,0,0,0,0,0
52310,600000.0,1.0,2.0,2.0,Furnished,Mini flat,Yaba,rent,0,0,0,1,0,0,0,0,0
52311,400000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,1,1,0,1,0,0,0,0,0
52312,1100000.0,2.0,3.0,3.0,Furnished,Flat / apartment,Yaba,rent,1,0,0,1,0,0,0,0,0
52313,1000000.0,2.0,3.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52334,600000.0,1.0,1.0,1.0,Serviced,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52339,600000.0,1.0,1.0,1.0,Serviced,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52343,250000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,0,0,1,0,0,0,0,0
52344,550000.0,1.0,1.0,1.0,Serviced,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52348,500000.0,1.0,1.0,2.0,Newly Built,Mini flat,Yaba,rent,1,1,0,0,0,0,0,0,0
52350,350000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52368,1500000.0,3.0,2.0,3.0,Newly Built,Blocks of flats,Yaba,rent,1,0,0,0,0,0,0,0,0
52369,600000.0,1.0,2.0,2.0,Furnished,Mini flat,Yaba,rent,0,0,0,1,0,0,0,0,0
52374,1700000.0,2.0,2.0,2.0,Furnished,Mini flat,Yaba,rent,0,0,0,1,0,0,0,0,0
52376,280000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52380,400000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52381,350000.0,2.0,1.0,1.0,Furnished,Mini flat,Yaba,rent,0,0,0,1,0,0,0,0,0
52382,300000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,0,0,1,0,0,0,0,0
52383,300000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52387,800000.0,2.0,2.0,2.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52389,1600000.0,3.0,3.0,3.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52390,750000.0,2.0,2.0,2.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52422,1000000.0,2.0,3.0,3.0,Newly Built,Penthouse flat,Yaba,rent,1,1,0,0,0,0,0,0,0
52423,1000000.0,3.0,2.0,2.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52424,450000.0,1.0,1.0,1.0,Serviced,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52425,300000.0,1.0,1.0,1.0,Serviced,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52432,1800000.0,4.0,2.0,3.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52433,1600000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Yaba,rent,1,0,0,1,0,0,0,0,0
52434,1200000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52454,1200000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Yaba,rent,1,1,0,1,0,0,0,0,0
52455,380000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,0,0,1,0,0,0,0,0
52456,1500000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Yaba,rent,0,1,0,1,0,0,0,0,0
52457,900000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,0,0,1,0,0,0,0,0
52458,1800000.0,1.0,1.0,2.0,Furnished,Mini flat,Yaba,rent,0,0,0,1,0,0,0,0,0
52459,1800000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52460,1300000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52470,900000.0,2.0,2.0,2.0,Newly Built,Flat / apartment,Yaba,rent,1,1,0,0,0,0,0,0,0
52471,250000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52474,800000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,1,1,1,1,0,0,0,0,0
52475,600000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,1,1,1,1,0,0,0,0,0
52497,300000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52499,1000000.0,2.0,3.0,3.0,Serviced,Flat / apartment,Yaba,rent,1,0,1,0,0,0,0,0,0
52500,600000.0,1.0,1.0,1.0,Furnished,Mini flat,Yaba,rent,0,0,0,1,0,0,0,0,0
52508,500000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52512,400000.0,1.0,0.0,0.0,Serviced,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52514,350000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52516,1200000.0,2.0,3.0,3.0,Serviced,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52540,1200000.0,2.0,3.0,3.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52541,1000000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Yaba,rent,0,1,0,0,0,0,0,0,0
52544,1600000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,1,0,0,0,0,0,0,0
52545,400000.0,1.0,2.0,2.0,Furnished,Mini flat,Yaba,rent,0,0,0,1,0,0,0,0,0
52566,500000.0,1.0,1.0,1.0,Furnished,Mini flat,Yaba,rent,0,0,0,1,0,0,0,0,0
52571,1500000.0,3.0,4.0,4.0,Newly Built,Flat / apartment,Yaba,rent,1,0,0,0,0,0,0,0,0
52572,400000.0,1.0,1.0,1.0,Furnished,Mini flat,Yaba,rent,1,0,0,1,0,0,0,0,0
52573,300000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,0,0,1,0,0,0,0,0
52574,700000.0,2.0,2.0,2.0,Furnished,Penthouse flat,Yaba,rent,0,0,1,1,0,0,0,0,0
52575,500000.0,1.0,1.0,1.0,Serviced,Mini flat,Yaba,rent,0,1,0,0,0,0,0,0,0
52576,1600000.0,1.0,2.0,2.0,Furnished,Mini flat,Yaba,rent,0,0,0,1,0,0,0,0,0
52577,400000.0,1.0,1.0,1.0,Serviced,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52600,600000.0,1.0,1.0,1.0,Serviced,Mini flat,Yaba,rent,0,1,1,0,0,1,0,0,0
52601,600000.0,1.0,1.0,1.0,Serviced,Mini flat,Yaba,rent,0,1,1,0,0,1,0,0,0
52603,1200000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Yaba,rent,1,0,0,0,0,0,0,0,0
52605,1200000.0,3.0,4.0,4.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52607,400000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52608,1500000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Yaba,rent,1,0,0,0,0,0,0,0,0
52610,1200000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Yaba,rent,1,0,0,0,0,0,0,0,0
52613,1000000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52614,1000000.0,2.0,2.0,3.0,Newly Built,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52615,1200000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52636,1100000.0,2.0,3.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52637,1100000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52640,1800000.0,3.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,0,1,0,0,0,0,0,0,0
52641,1500000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52642,900000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,0,0,1,0,0,0,0,0
52643,1200000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52644,1500000.0,2.0,2.0,3.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52645,1300000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52647,1800000.0,3.0,3.0,4.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52648,1500000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52649,900000.0,1.0,1.0,1.0,Serviced,Self contain,Yaba,rent,0,0,0,1,0,0,0,0,0
52675,1800000.0,4.0,4.0,4.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52676,1200000.0,2.0,2.0,3.0,Newly Built,Blocks of flats,Yaba,rent,1,0,0,0,0,0,0,0,0
52677,1200000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52678,1200000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52681,1500000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52682,500000.0,3.0,2.0,2.0,Serviced,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52689,500000.0,1.0,2.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52692,150000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52695,350000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52718,1200000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Yaba,rent,1,0,0,0,0,0,0,0,0
52724,900000.0,2.0,2.0,3.0,Newly Built,Blocks of flats,Yaba,rent,0,0,0,0,0,1,0,0,0
52725,500000.0,1.0,1.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52726,1300000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52727,1300000.0,3.0,3.0,4.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52728,400000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52734,900000.0,2.0,2.0,3.0,Newly Built,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52735,300000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52737,1300000.0,3.0,3.0,4.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52764,600000.0,1.0,2.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52766,1800000.0,4.0,4.0,4.0,Newly Built,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52767,700000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52770,700000.0,1.0,1.0,1.0,Furnished,Mini flat,Yaba,rent,0,1,1,1,0,0,0,0,0
52773,600000.0,1.0,1.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52774,800000.0,3.0,2.0,2.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52775,900000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ikorodu,rent,0,0,0,0,0,0,0,0,0
52776,398000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,0,0,1,0,0,0,0,0
52795,1300000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52796,500000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,1,0,0,0,0,0,0,0
52798,600000.0,1.0,2.0,2.0,Furnished,Mini flat,Yaba,rent,0,1,1,1,0,0,0,0,0
52799,1800000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52801,900000.0,2.0,2.0,3.0,Newly Built,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52802,400000.0,1.0,1.0,1.0,Serviced,Self contain,Yaba,rent,1,1,0,0,0,0,0,0,0
52803,1300000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52804,450000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52806,400000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52808,900000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52809,600000.0,1.0,1.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52812,750000.0,2.0,2.0,2.0,Newly Built,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52813,600000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52815,800000.0,2.0,2.0,2.0,Newly Built,Blocks of flats,Yaba,rent,1,0,0,0,0,0,0,0,0
52816,630000.0,1.0,1.0,1.0,Furnished,Mini flat,Yaba,rent,0,0,0,1,0,0,0,0,0
52819,250000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,0,0,1,0,0,0,0,0
52843,200000.0,2.0,3.0,4.0,Furnished,Self contain,Yaba,rent,0,0,0,1,0,0,0,0,0
52844,800000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52845,700000.0,1.0,1.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52849,700000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52850,1200000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52851,1300000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52854,1300000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52855,1300000.0,3.0,3.0,4.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52856,1300000.0,3.0,3.0,4.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52879,350000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52880,800000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52881,600000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52883,350000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52884,900000.0,3.0,4.0,4.0,Newly Built,Penthouse flat,Yaba,rent,1,0,0,0,0,0,0,0,0
52898,1500000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52899,1000000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,1,0,0,0,0,0,0,0,0
52900,600000.0,1.0,2.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52902,400000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,1,1,1,0,0,0,0,0
52903,400000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52929,400000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,0,0,1,0,0,0,0,0
52930,1000000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52933,1500000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Yaba,rent,1,0,0,1,0,0,0,0,0
52934,1000000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52961,1200000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52962,750000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52963,350000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52964,1200000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
52966,600000.0,1.0,2.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52968,300000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52969,350000.0,1.0,1.0,1.0,Furnished,Mini flat,Yaba,rent,0,0,0,1,0,0,0,0,0
52970,400000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
52973,450000.0,1.0,2.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52975,600000.0,1.0,1.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52976,1200000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Yaba,rent,1,0,0,0,0,0,0,0,0
52979,1300000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52980,1000000.0,2.0,2.0,3.0,Newly Built,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52981,400000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,1,1,0,0,0,0,0,0
52982,1000000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,0,1,0,0,0,0,0,0,0
52983,1000000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52985,300000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,1,1,1,0,0,0,0,0
52986,400000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,1,1,0,0,0,0,0,0
52987,450000.0,1.0,1.0,1.0,Furnished,Mini flat,Yaba,rent,0,0,0,1,0,0,0,0,0
52991,450000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
52993,1000000.0,2.0,2.0,2.0,Newly Built,Penthouse flat,Yaba,rent,0,1,0,0,0,0,0,0,0
52994,1300000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52997,1300000.0,3.0,3.0,4.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
52998,1500000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
52999,600000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
53000,1000000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
53002,1300000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
53004,1000000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
53005,550000.0,1.0,1.0,1.0,Serviced,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
53008,1800000.0,3.0,4.0,4.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
53010,1800000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Yaba,rent,1,0,0,0,0,0,0,0,0
53011,1000000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53013,250000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
53014,1200000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,1,1,0,0,0,0,0,0,0
53018,1100000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53019,600000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
53020,600000.0,1.0,1.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
53023,1100000.0,3.0,3.0,3.0,Newly Built,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
53026,650000.0,1.0,1.0,1.0,Serviced,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
53027,600000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
53029,750000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
53033,700000.0,1.0,1.0,2.0,Serviced,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
53034,1000000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53035,850000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53036,1300000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53040,850000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53042,800000.0,3.0,2.0,2.0,Furnished,Penthouse flat,Yaba,rent,0,1,1,1,0,0,0,0,0
53043,900000.0,2.0,3.0,3.0,Furnished,Penthouse flat,Yaba,rent,0,0,0,1,0,0,0,0,0
53047,1200000.0,2.0,2.0,3.0,Newly Built,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
53048,1800000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53050,300000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
53051,750000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53052,1800000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53056,1200000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
53059,250000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
53060,1000000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,0,1,0,0,0,0,0,0,0
53075,900000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53076,1200000.0,2.0,3.0,3.0,Newly Built,Flat / apartment,Yaba,rent,1,0,0,0,0,0,0,0,0
53077,850000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
53080,600000.0,1.0,1.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
53082,850000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53084,1100000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53086,1200000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53089,1500000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53090,700000.0,2.0,2.0,3.0,Newly Built,Blocks of flats,Yaba,rent,0,0,0,0,0,0,0,0,0
53091,1100000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Yaba,rent,1,0,0,1,0,0,0,0,0
53092,700000.0,1.0,1.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
53093,850000.0,2.0,3.0,3.0,Newly Built,Mini flat,Yaba,rent,1,1,0,0,0,0,0,0,0
53094,900000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,0,0,1,0,0,0,0,0
53095,1200000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53131,250000.0,1.0,1.0,1.0,Serviced,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
53134,400000.0,1.0,1.0,1.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
53135,700000.0,4.0,4.0,2.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
53136,1000000.0,3.0,3.0,2.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53138,1200000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Yaba,rent,0,0,0,0,0,0,0,0,0
53139,300000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
53140,1000000.0,2.0,2.0,2.0,Newly Built,Flat / apartment,Yaba,rent,1,0,0,0,0,0,0,0,0
53144,450000.0,1.0,2.0,2.0,Furnished,Mini flat,Yaba,rent,0,0,1,1,0,0,0,0,0
53162,700000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,0,0,1,0,0,0,0,0
53163,1000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Yaba,rent,0,0,0,1,0,0,0,0,0
53164,300000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
53165,700000.0,1.0,1.0,2.0,Furnished,Mini flat,Yaba,rent,0,0,0,1,0,0,0,0,0
53166,300000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
53167,350000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
53168,400000.0,1.0,1.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
53169,700000.0,1.0,1.0,2.0,Newly Built,Mini flat,Yaba,rent,0,0,0,0,0,0,0,0,0
53170,250000.0,1.0,1.0,1.0,Newly Built,Self contain,Yaba,rent,0,0,0,0,0,0,0,0,0
53171,600000.0,1.0,1.0,1.0,Furnished,Self contain,Yaba,rent,0,0,0,1,0,0,0,0,0
