,Price,Bed,Bath,Toilet,Built or Serviced,Property Type,Area,Purchase Type,Parking Space,Security,Electricity,Furnished,Security Doors,CCTV,BQ,Gym,Pool
6762,35000000.0,3.0,3.0,4.0,Furnished,Detached bungalow,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6766,12000000.0,4.0,4.0,5.0,Newly Built,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6767,28000000.0,3.0,4.0,4.0,Furnished,Blocks of flats,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6768,35000000.0,3.0,3.0,4.0,Newly Built,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6775,60000000.0,2.0,3.0,3.0,Furnished,Blocks of flats,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6776,40000000.0,5.0,5.0,5.0,Furnished,Detached duplex,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6777,9000000.0,3.0,3.0,3.0,Furnished,Terraced bungalow,Ikorodu,sale,1,0,0,1,0,0,0,0,0
6779,17000000.0,4.0,5.0,5.0,Serviced,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6781,35000000.0,4.0,4.0,4.0,Newly Built,Detached duplex,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6782,45000000.0,5.0,5.0,6.0,Furnished,Detached duplex,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6786,9000000.0,4.0,4.0,5.0,Newly Built,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6789,10000000.0,10.0,10.0,10.0,Newly Built,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6790,10000000.0,2.0,4.0,4.0,Furnished,Detached bungalow,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6793,60000000.0,5.0,5.0,6.0,Furnished,Detached duplex,Ikorodu,sale,0,1,0,1,0,0,0,0,0
6794,40000000.0,3.0,4.0,4.0,Newly Built,Flat / apartment,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6803,9000000.0,4.0,4.0,4.0,Newly Built,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6811,30000000.0,3.0,4.0,3.0,Newly Built,Blocks of flats,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6827,3000000.0,0.0,0.0,7.0,Furnished,Blocks of flats,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6828,3000000.0,0.0,0.0,5.0,Furnished,Flat / apartment,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6831,16000000.0,4.0,4.0,5.0,Furnished,Detached bungalow,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6832,2500000.0,1.0,1.0,1.0,Furnished,Mini flat,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6837,45000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6840,9000000.0,3.0,2.0,3.0,Newly Built,Semi detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6843,14000000.0,6.0,2.0,0.0,Newly Built,Blocks of flats,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6845,18000000.0,5.0,4.0,5.0,Furnished,Terraced duplex,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6846,50000000.0,10.0,10.0,8.0,Newly Built,Blocks of flats,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6847,60000000.0,5.0,4.0,4.0,Furnished,Detached duplex,Ikorodu,sale,0,1,0,1,0,0,0,0,0
6848,60000000.0,5.0,4.0,4.0,Furnished,Detached duplex,Ikorodu,sale,0,1,0,1,0,0,0,0,0
6849,25000000.0,7.0,8.0,8.0,Newly Built,Mini flat,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6854,30000000.0,6.0,7.0,7.0,Furnished,Semi detached duplex,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6862,28000000.0,4.0,4.0,5.0,Furnished,Detached bungalow,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6866,10000000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6868,25000000.0,0.0,0.0,0.0,Newly Built,Flat / apartment,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6870,15500000.0,3.0,3.0,4.0,Newly Built,Terraced duplex,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6874,20000000.0,3.0,3.0,4.0,Newly Built,Penthouse flat,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6876,45000000.0,2.0,2.0,3.0,Newly Built,Blocks of flats,Ikorodu,sale,0,1,0,0,0,0,0,0,0
6880,25000000.0,4.0,4.0,4.0,Furnished,Blocks of flats,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6881,45000000.0,10.0,8.0,8.0,Furnished,Flat / apartment,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6883,38000000.0,3.0,4.0,4.0,Newly Built,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6884,28000000.0,3.0,3.0,3.0,Furnished,Mini flat,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6892,20000000.0,4.0,5.0,5.0,Newly Built,Terraced duplex,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6893,28000000.0,4.0,5.0,5.0,Newly Built,Terraced bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6898,20000000.0,4.0,4.0,4.0,Newly Built,Blocks of flats,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6899,20000000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6900,20000000.0,4.0,3.0,3.0,Newly Built,Blocks of flats,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6906,10000000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Ikorodu,sale,0,1,0,0,0,0,0,0,0
6907,8000000.0,3.0,2.0,3.0,Furnished,Detached bungalow,Ikorodu,sale,0,1,0,1,0,0,0,0,0
6908,3000000.0,3.0,3.0,5.0,Newly Built,Detached bungalow,Ikorodu,sale,1,0,0,0,0,0,0,0,0
6909,2800000.0,3.0,3.0,5.0,Newly Built,Detached bungalow,Ikorodu,sale,1,0,0,0,0,0,0,0,0
6911,9800000.0,3.0,3.0,3.0,Newly Built,Semi detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6913,19000000.0,3.0,4.0,4.0,Newly Built,Detached bungalow,Ikorodu,sale,0,1,0,0,0,0,0,0,0
6918,9000000.0,3.0,3.0,3.0,Newly Built,Detached duplex,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6920,1200000.0,1.0,1.0,1.0,Furnished,Mini flat,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6921,8500000.0,2.0,3.0,4.0,Serviced,Blocks of flats,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6928,4000000.0,3.0,3.0,3.0,Newly Built,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6931,3500000.0,3.0,3.0,3.0,Newly Built,Mini flat,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6935,7000000.0,2.0,3.0,3.0,Furnished,Detached bungalow,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6937,60000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6938,18000000.0,0.0,0.0,0.0,Newly Built,Flat / apartment,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6942,60000000.0,4.0,4.0,5.0,Newly Built,Flat / apartment,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6957,22000000.0,3.0,3.0,3.0,Furnished,Blocks of flats,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6959,45000000.0,6.0,0.0,0.0,Newly Built,Detached duplex,Ikorodu,sale,1,0,0,0,0,0,0,1,0
6965,50000000.0,7.0,7.0,8.0,Newly Built,Massionette house,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6966,50000000.0,7.0,6.0,7.0,Newly Built,Massionette house,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6967,2500000.0,3.0,3.0,4.0,Newly Built,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6968,40000000.0,10.0,10.0,10.0,Newly Built,Self contain,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6969,15000000.0,3.0,4.0,4.0,Newly Built,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6970,15000000.0,3.0,4.0,4.0,Newly Built,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6971,7000000.0,4.0,5.0,4.0,Newly Built,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6972,14000000.0,4.0,4.0,5.0,Furnished,Detached duplex,Ikorodu,sale,0,0,0,1,0,0,0,0,0
6975,23000000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6977,4500000.0,3.0,3.0,3.0,Newly Built,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6988,15000000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6994,10000000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Ikorodu,sale,0,1,0,0,0,0,0,0,0
6997,20000000.0,4.0,3.0,0.0,Newly Built,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
6999,9000000.0,3.0,3.0,3.0,Furnished,Detached bungalow,Ikorodu,sale,1,0,0,1,0,0,0,0,0
7000,60000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,1,0,0,1,0,1,1
7001,7500000.0,8.0,5.0,5.0,Furnished,Blocks of flats,Ikorodu,sale,0,0,0,1,0,0,0,0,0
7002,4999999.0,4.0,5.0,5.0,Newly Built,Detached bungalow,Ikorodu,sale,0,0,0,0,0,0,0,0,0
7006,27000000.0,4.0,5.0,5.0,Furnished,Flat / apartment,Ikorodu,sale,1,0,0,1,0,0,0,0,0
7178,205000000.0,4.0,4.0,5.0,Newly Built,Self contain,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7179,250000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7180,155000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7181,1500000.0,4.0,4.0,5.0,Serviced,Penthouse flat,Ikoyi,sale,0,1,0,0,0,0,0,1,1
7182,250000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7183,205000000.0,4.0,4.0,5.0,Serviced,Self contain,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7184,180000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7186,23000000.0,2.0,2.0,3.0,Newly Built,Blocks of flats,Ajah,sale,0,1,0,0,1,1,0,0,0
7190,225000000.0,4.0,4.0,5.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7192,130000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7195,350000000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Ikoyi,sale,1,0,1,0,0,0,0,1,1
7196,230000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7197,520000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,1,1,0,0,0,0,0,0,1
7198,450000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7199,310000000.0,6.0,6.0,7.0,Serviced,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7200,160000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7201,240000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7202,320000000.0,5.0,6.0,7.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,1,0,0,1,1,0,0,1
7203,550000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7204,750000.0,3.0,3.0,4.0,Newly Built,Massionette house,Ikoyi,sale,0,1,0,0,0,1,0,0,1
7207,300000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7208,250000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7209,180000000.0,5.0,4.0,5.0,Serviced,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7210,400000000.0,4.0,4.0,5.0,Newly Built,Penthouse flat,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7211,270000000.0,4.0,5.0,6.0,Newly Built,Terraced duplex,Ikoyi,sale,0,1,0,0,1,1,0,0,0
7214,310000000.0,6.0,6.0,7.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7215,125000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7216,600000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7217,500000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Ikoyi,sale,0,1,0,0,0,0,0,0,1
7220,600000000.0,5.0,5.0,6.0,Serviced,Detached duplex,Ikoyi,sale,0,0,0,0,0,1,0,1,1
7222,65000000.0,5.0,5.0,6.0,Newly Built,Terraced duplex,Lekki,sale,0,0,0,0,0,0,0,0,0
7223,150000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7224,550000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7225,2500000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7226,111000000.0,4.0,4.0,5.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7227,420000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7228,150000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7230,600000000.0,6.0,6.0,7.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7231,2300000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,1
7232,160000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7233,260000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7236,120000000.0,4.0,5.0,6.0,Newly Built,Terraced duplex,Lekki phase 1,sale,0,0,0,0,0,0,0,0,0
7237,250000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7243,290000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,0
7244,250000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7245,350000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7246,600000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7247,500000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7248,400000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7250,400000000.0,4.0,4.0,5.0,Serviced,Penthouse flat,Ikoyi,sale,1,0,0,0,0,0,0,1,1
7252,180000000.0,4.0,4.0,5.0,Serviced,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7253,150000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7254,700000000.0,6.0,6.0,7.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7255,190000000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7256,700000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7257,189000000.0,4.0,5.0,4.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7258,385000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7260,150000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikeja,sale,0,0,0,0,0,1,0,1,1
7261,150000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7262,90000000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7264,550000000.0,4.0,4.0,5.0,Serviced,Detached duplex,Ikoyi,sale,1,1,0,0,0,1,0,0,1
7266,750000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7267,240000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7270,250000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7271,350000000.0,4.0,4.0,5.0,Newly Built,Massionette house,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7273,350000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,1,0,0,0,1,1
7274,250000000.0,5.0,5.0,6.0,Newly Built,Terraced duplex,Ikoyi,sale,0,1,0,0,1,1,0,0,0
7275,230000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7276,250000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7277,220000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7279,230000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7283,1500000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,1,0,0,0,0,0,0,0
7284,250000000.0,4.0,4.0,5.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,1,0,0,1,0,1,1
7285,250000000.0,4.0,4.0,5.0,Newly Built,Penthouse flat,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7286,600000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7287,600000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7288,250000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7289,600000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7290,160000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7291,250000000.0,5.0,5.0,6.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7292,150000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7293,170000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7294,450000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7295,250000000.0,5.0,5.0,6.0,Serviced,Terraced duplex,Ikoyi,sale,0,1,0,0,0,0,0,1,1
7297,200000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7299,220000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,0
7301,200000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,0
7302,170000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7303,50000000.0,1.0,1.0,2.0,Newly Built,Self contain,Lekki phase 1,sale,0,0,0,0,0,0,0,1,1
7304,300000000.0,3.0,3.0,4.0,Furnished,Self contain,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7306,210000000.0,4.0,5.0,6.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7309,160000000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,1,0,0,1
7310,60000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki,sale,0,0,1,0,0,1,0,1,1
7311,600000000.0,5.0,6.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,1
7312,700000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,1,0,0,0,1,0,1,1
7313,260000000.0,4.0,4.0,5.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,0,0,1,1
7314,170000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7315,360000000.0,5.0,5.0,6.0,Furnished,Detached duplex,Ikoyi,sale,0,0,0,1,0,0,0,0,1
7316,180000000.0,4.0,5.0,5.0,Newly Built,Penthouse flat,Ikoyi,sale,1,0,1,0,0,0,0,1,1
7318,250000000.0,3.0,3.0,4.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7319,230000000.0,5.0,5.0,6.0,Serviced,Detached duplex,Ikoyi,sale,0,1,1,0,1,0,0,0,0
7321,150000000.0,5.0,5.0,6.0,Serviced,Terraced duplex,Ikoyi,sale,1,0,0,0,0,0,0,1,1
7322,150000000.0,3.0,4.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7324,490000000.0,5.0,5.0,6.0,Serviced,Detached duplex,Ikoyi,sale,0,1,0,0,0,0,0,1,1
7331,370000000.0,4.0,4.0,6.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7335,200000000.0,4.0,5.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7337,155000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,1,0,0,0
7338,285000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7340,595000000.0,5.0,5.0,6.0,Serviced,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7341,250000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7342,285000000.0,4.0,4.0,5.0,Serviced,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7347,360000000.0,4.0,4.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7348,180000000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7349,370000000.0,4.0,5.0,5.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7350,700000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,1,0,0,1,0,1,1
7352,250000000.0,3.0,3.0,4.0,Furnished,Terraced duplex,Ikoyi,sale,1,0,0,1,0,0,0,0,0
7353,160000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,1,0,0,0,0,0,0,0,0
7354,450000000.0,4.0,4.0,4.0,Newly Built,Blocks of flats,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7355,225000000.0,3.0,4.0,4.0,Newly Built,Blocks of flats,Ikoyi,sale,0,1,0,0,0,1,0,1,1
7356,360000000.0,4.0,4.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7357,600000000.0,5.0,6.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,1,0,0,0,0,0,0,1
7358,290000000.0,4.0,5.0,5.0,Serviced,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7359,38000000.0,3.0,3.0,4.0,Newly Built,Detached bungalow,Ajah,sale,0,1,0,0,1,0,0,0,0
7360,350000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,1,0,0,1
7362,140000000.0,3.0,3.0,4.0,Serviced,Terraced duplex,Ikoyi,sale,1,0,0,0,0,0,0,0,0
7363,42000000.0,1.0,1.0,2.0,Furnished,Mini flat,Ikoyi,sale,1,1,1,1,0,0,0,0,0
7364,250000000.0,3.0,4.0,4.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7365,850000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7366,290000000.0,4.0,5.0,5.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,1
7367,350000000.0,4.0,4.0,5.0,Furnished,Terraced duplex,Ikoyi,sale,0,1,0,1,0,0,0,1,1
7369,210000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7372,350000000.0,4.0,4.0,4.0,Serviced,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,1,1
7373,130000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7375,1200000.0,4.0,4.0,4.0,Furnished,Terraced duplex,Ikoyi,sale,0,1,0,1,0,0,0,0,1
7376,400000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7377,280000000.0,3.0,4.0,4.0,Furnished,Terraced duplex,Ikoyi,sale,0,1,0,1,0,1,0,0,0
7378,500000000.0,5.0,5.0,6.0,Furnished,Detached duplex,Ikoyi,sale,0,1,0,1,0,0,0,0,1
7379,370000000.0,4.0,4.0,4.0,Furnished,Massionette house,Ikoyi,sale,0,0,0,1,0,0,0,0,0
7380,250000000.0,3.0,4.0,4.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7382,200000000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7383,180000000.0,5.0,6.0,6.0,Newly Built,Detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7384,450000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,sale,0,0,0,0,0,0,0,0,0
7385,140000000.0,4.0,4.0,5.0,Furnished,Terraced duplex,Ikoyi,sale,0,0,0,1,0,0,0,0,0
